"contig_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain"
"k119_109291_length_176539_cov_9.9971","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_77747_length_174575_cov_34.9594","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_2322_length_159653_cov_38.4990","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_26937_length_153136_cov_34.3573","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_69413_length_151678_cov_45.7877","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_92378_length_128880_cov_47.3274","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_36987_length_128603_cov_39.6116","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_96875_length_102709_cov_34.1336","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_46791_length_79714_cov_40.9855","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_38281_length_78230_cov_7.9978","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_29737_length_73240_cov_12.1269","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_40019_length_71261_cov_43.4808","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_98102_length_64967_cov_31.2338","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_12821_length_64402_cov_51.0215","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_27848_length_56814_cov_56.2425","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_59045_length_55389_cov_9.2010","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_22722_length_52114_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_94526_length_51567_cov_10.9924","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_72181_length_51293_cov_7.9973","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_17731_length_49520_cov_51.9893","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_45313_length_47995_cov_9.2067","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_20103_length_47160_cov_50.9344","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_52059_length_43926_cov_40.9635","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_30880_length_42992_cov_48.4905","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_64585_length_33882_cov_12.3711","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_20120_length_32930_cov_7.9868","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_92609_length_30546_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k119_73897_length_29361_cov_18.5671","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_23710_length_26618_cov_60.9547","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k119_66296_length_22630_cov_16.1891","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_93337_length_17980_cov_17.2211","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_11359_length_15388_cov_10.9856","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA,NA
"k119_75568_length_13794_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_106242_length_12575_cov_12.9938","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_109630_length_12155_cov_15.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_64840_length_12134_cov_6.9900","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_6515_length_8260_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia persicina",NA
"k119_79420_length_7801_cov_7.8952","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k119_74998_length_7581_cov_19.8116","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k119_96437_length_6764_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA,NA
"k119_46472_length_3526_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k119_44559_length_2518_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k119_59736_length_1447_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k141_237267_length_35944_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_265503_length_27784_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_249859_length_26225_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_195769_length_21004_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_104432_length_20672_cov_10.9502","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_177351_length_16961_cov_11.5592","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_103358_length_16115_cov_9.3654","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_242002_length_12421_cov_12.1145","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_73267_length_12350_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_187738_length_11699_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_217624_length_11455_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_118654_length_9895_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_181068_length_9457_cov_9.9330","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_71150_length_8986_cov_10.9412","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_12142_length_6307_cov_10.6205","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_53724_length_4885_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_210778_length_3577_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_163069_length_3532_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter ludwigii",NA
"k141_20070_length_3262_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_208800_length_2890_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_252764_length_2348_cov_3.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_57923_length_1964_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter sp. RHBSTW-00593",NA
"k141_152143_length_5250_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_401858_length_1977_cov_5.6623","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas brassicacearum","Pseudomonas brassicacearum subsp. brassicacearum"
"k141_43461_length_613580_cov_67.0367","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_38922_length_563605_cov_38.9003","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_43472_length_452912_cov_53.3025","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_23944_length_439432_cov_84.9535","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_36646_length_429341_cov_71.5412","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_25623_length_313724_cov_34.6418","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. PRC11",NA
"k141_18262_length_241525_cov_65.8350","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_42049_length_223288_cov_107.0098","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_23656_length_215521_cov_57.3729","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_24200_length_166305_cov_103.1503","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_27431_length_140979_cov_1447.3758","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_11754_length_102953_cov_62.3097","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_27028_length_87703_cov_88.7397","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_39407_length_84384_cov_108.1820","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_23487_length_72706_cov_49.4834","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","uncultured Pantoea sp.",NA
"k141_14601_length_65958_cov_75.0071","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_3544_length_22973_cov_40.7293","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_22497_length_20461_cov_97.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","uncultured Enterobacter sp.",NA
"k141_12483_length_13023_cov_39.3249","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_31121_length_12561_cov_80.1826","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_22415_length_12479_cov_17.9696","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_6598_length_5090_cov_530.8420","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_15551_length_4356_cov_363.8868","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_42330_length_730756_cov_261.2513","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_57854_length_560140_cov_63.4440","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_72432_length_475726_cov_200.5759","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_87220_length_472963_cov_69.4875","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k141_41744_length_413477_cov_52.8325","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k141_65803_length_390000_cov_335.1196","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_78500_length_346557_cov_41.5323","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k141_52334_length_342501_cov_183.5822","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_65958_length_307271_cov_311.1338","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_86675_length_306658_cov_168.2169","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_71906_length_288672_cov_71.4677","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_51132_length_242130_cov_27.3198","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_69308_length_240332_cov_58.0031","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",NA,NA
"k141_6310_length_214286_cov_380.4996","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",NA,NA
"k141_17601_length_160558_cov_21.7596","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella oxytoca",NA
"k141_62954_length_158927_cov_94.3404","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_41758_length_156654_cov_19.3667","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_58895_length_143433_cov_26.8080","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_84017_length_131658_cov_29.2956","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_44599_length_126829_cov_690.4242","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_62858_length_124750_cov_23.5345","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_13182_length_115634_cov_30.9936","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_60928_length_110764_cov_27.9641","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_24123_length_94409_cov_93.0297","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_55231_length_92651_cov_20.9665","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_36921_length_92373_cov_111.7399","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_7046_length_83357_cov_58.2207","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia aphidicola",NA
"k141_76777_length_79836_cov_435.1094","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_17433_length_74450_cov_474.9389","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_40636_length_69291_cov_20.7721","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_7609_length_53926_cov_21.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_15231_length_49684_cov_28.0364","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_78091_length_43408_cov_16.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_39282_length_42067_cov_22.9984","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_45525_length_31124_cov_32.5458","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_29006_length_19281_cov_70.3158","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_55058_length_11683_cov_76.6268","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_68701_length_9821_cov_45.5637","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","uncultured Pantoea sp.",NA
"k141_12317_length_9703_cov_40.7540","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_23229_length_9591_cov_15.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_2109_length_9583_cov_48.8134","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_23964_length_9432_cov_113.5866","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_54298_length_9384_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",NA,NA
"k141_81328_length_8139_cov_118.7554","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
